Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"994/Kha, Zay Yar (16) St,, Ward (10),",Designers [Fashion],16.84994,96.187232,Designer Zune Zune Ko,"
09-43082438
", :Yangon Region ," :South Okkalapa
",w4urug3
"221/223, G Flr, Bo Aung Kyaw St.,",Tourism Services,16.773707,96.164257,ODYSSEY,"
01-246334, 01-246339
", :Yangon Region ," :Kyauktada
",w4urkm8
"G Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,",Jewellery Shops,16.854528,96.156441,Royal,"
09-260557002, 09-73154299
", :Yangon Region ," :Mayangone
",w4uruh6
"130/B, 27th St., Middle Block,",Fishing & Angling Equipment,16.77568,96.155212,Baho, :, :Yangon Region ," :Pabedan
",w4urkjf
"2/2D, 1st Flr, Pyi Tharyar St., Corner of Moe Kaung Rd.,",Car & Truck Rentals,16.826612,96.171207,Sonic Star," :
", :Yangon Region ," :Yankin
",w4ursrj
"1314, Set Hmu Lel Yar 3rd St, Ward (13),",Curtains,16.888671,96.220623,Heart,"
09-73028397, 09-73105395, 09-30066799
", :Yangon Region ," :East Dagon
",w5h2jd3
"19/1, Khayay Myaing St., Thuwunna, Ward (23),",Education Services,16.819177,96.196344,Powell ,"
01-8565425, 09-2006265, 09-5130724
", :Yangon Region ," :Thingangyun
",w4urtjb
"77 / 79 / 89 / 226, 1st Flr, Iron Market,",Shipping Agents,16.77565,96.147857,Kyee Shwe's & Sister Tin Tin Hlaing, :, :Yangon Region ," :Lanmadaw
",w4ur7vu
"169/164, G Flr, 35th St., Middle Block,",Photocopying & Duplicating Machines Sales & Repair,16.77,96.16,Kyaw Aye,"
09-965108062, 09-5113167, 01-384313, 01-391604
", :Yangon Region ," :Kyauktada
",w4urkhv
"228-D, Zaung Tu St., Corner of Kyauk Pahtoe 9th St., Industrial Zone (3),",Metal Doors & Others,16.840431,96.228745,Super Star, :, :Yangon Region ," :South Dagon
",w4urv9x
"273/A, Shwe Gon Daing Rd.,",Hotels,16.810523,96.160686,Hotel Shwe Gone Daing, :, :Yangon Region ," :Bahan
",w4urshq
"Rm G04, Kaba Aye Villa, Condo (D),",Computers & Accessories,16.86861,96.145809,MTG, :, :Yangon Region ," :Mayangone
",w4urgyg
"205/B, Bo Soon Pat St.,",Water Treatment Systems,16.776258,96.156927,Pure Show Room,"
01-371499, 09-255777777
", :Yangon Region ," :Pabedan
",w4urkn5
"006, Bldg 4, Aung Myaytharsi Housing,",Garment Industries,16.832352,96.125825,Nice Garment, :, :Yangon Region ," :Kamayut
",w4urg2h
"B-2, Sagaing-Mandalay St, Thar Moe Taung, ",Pest Control Services,21.934231,96.071435,SUPER BIO POWER,"
09-5051837, 09-5090478
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukf1j
"01/07, 1st Flr, Upper Pazundaung Rd., Chan Thar Plaza,",Real Estate Agents,16.781219,96.175762,Master Real Estate Services,"
09-250013420, 09-5103589
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urkwc
"1127, Zawtika 1st St., Ward (16/4),",Medical Equipment,16.830878,96.187472,"Myanmar Jick-Young Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4urszc
"169, 31st St., Upper Block,",Book Publishers & Distributors,16.777374,96.157825,Saw Oo,"
01-388024, 09-779927969, 09-250011521
", :Yangon Region ," :Pabedan
",w4urkn5
"4/A (Nga), Bayint Naung Rd., Pin Lon Yeik Mon Housing,",Pipes & Pumps Accessories,16.87082,96.193638,Alstern, :, :Yangon Region ," :North Dagon
",w4uruzn
"31/198, Thazin Aung St.,",Garment Industries,16.958248,96.090025,Shwe Moe Pyae Sone Garment,"
09-5016098, 09-5411399, 01-3611147
", :Yangon Region ," :Shwe Pyi Thar
",w5h26x4
"6 - A, Inya Rd.,",Dentists & Dental Clinics,16.811112,96.143034,D-Inya, :, :Yangon Region ," :Kamayut
",w4ureu3
"361, Pyay Rd.,",Courier Services & Delivery Services,16.812206,96.134335,EMS International, :, :Yangon Region ," :Sanchaung
",w4uresd
"8, Aye Tharyar St., Baut Htaw,",Plastic Materials & Products,16.825497,96.171657,"Pyei Taw Moe Co., Ltd.", :, :Yangon Region ," :Tarmwe
",w4ursqy
"77-79 / B1, Bo Yar Nyunt St., Yaw Min Gyi Ward,",Catering Equipment Hires,16.785456,96.154894,Mahar Nwel,"
09-5096484, 01-377204
", :Yangon Region ," :Dagon
",w4urkp9
"262, Rm 05-01, Bargayar Rd., Myaynigone,",Computer Software Dealers,16.80398,96.138155,"Navi World Myanmar Business Solutions Co., Ltd.","
09-453366116, 09-453366117
", :Yangon Region ," :Sanchaung
",w4ureej
"1216, Thu Nandar Rd., Top of Ayeyar St., Nya Ward,",Car Servicings,16.9194755,96.173042,Lucky Seven,"
09-5170045, 09-795170045, 09-965170045
", :Yangon Region ," :North Okkalapa
",w5h2k2p
"429, Arthawaddy St., Corner of Thu Marlar St.,",Building Demolition Contractors,16.847983,96.178708,"A.T DEMOLITION GROUP CO., LTD.", :, :Yangon Region ," :North Okkalapa
",w4urue5
"4, Rm 2, 22 St., Between 86 St. and 87 St.,",Computers & Accessories,21.989024,96.077176,MGK,"
02-4022746, 09-402525911
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um46c
"316/322, 8th Flr, Shwe Bon Tha St., Ward (7),",Car & Truck Dealers & Importers,16.77676,96.155874,"Diamond King Global Co., Ltd", :, :Yangon Region ," :Pabedan
",w4urkn4
"256/266, Rm 7C, Seik Kan Thar St., Upper Block, Shine Condo,",Buses [Highway],16.770759,96.162677,GA Min Latt War,"
09-455000520, 09-455000530, 01-373870
", :Yangon Region ," :Kyauktada
",w4urkjp
"Bldg 15, 2nd Flr, Thu Kywe St., Ar Thaw Ka Bus Stop,",Waterproofing Products,16.8062027,96.1803675,"John & Maung Co., Ltd."," :
", :Yangon Region ," :Tarmwe
",w4ursek
"131, 31st St., Middle Block,",Stationery,16.778126,96.157751,New Century,"
01-388369, 09-5018303, 09-974405626
", :Yangon Region ," :Pabedan
",w4urkn7
"345, Kyaikkasan Rd., Corner Of Tarmwe Bali,",Electrical Goods Sales,16.803083,96.174826,Electric Palace,"
09-5164846, 09-260397392
", :Yangon Region ," :Tarmwe
",w4ursdb
"Khayay Pin Rd., Near Yar Thet Pan Bus Stop, (2/Ka) Ward,",Aluminium Frames & Furnitures,16.929274,96.134539,Nan Taw Yar, :, :Yangon Region ," :Mingalardon
",w5h279g
"B1 (001/002), Shwe Kabar Housing, Min Dhama (5)th St,",Tourism Services,16.868536,96.131768,Giving & Getting,"
01-656854, 09-5140686, 09-785140686
", :Yangon Region ," :Mayangone
",w4urgwc
"24, Maha Social St.,",Metal Doors & Others,16.826728,96.128491,Golden Door,"
09-5165500, 09-429204000, 09-775165500, 09-955165500
", :Yangon Region ," :Kamayut
",w4urern
"965, Tapin Shwe Htee St., Ward (9),",Hotels,16.890028,96.211857,Sky Ace, :, :Yangon Region ," :East Dagon
",w5h2j6e
"Gagyi/21, Aung Thapyay St., Bayint Naung Warehouses,",Transportation Services,16.861095,96.103051,Kaung Set,"
09-5102503, 09-73031909, 09-975102503
", :Yangon Region ," :Mayangone
",w4urfvk
"53 / B, Pagoda St., Ward (16),",Tailors,16.85876,96.121627,Ma Khaing,"
09-5123605, 09-73025708
", :Yangon Region ," :Hlaing
",w4urgm1
"6, Thukha Waddy St., Ward (6),",Carpets/Canvas/Mats & Linoleum,16.803813,96.130099,Premier, :, :Yangon Region ," :Yankin
",w4ure7p
"B-4, Underground, 84 St., Between 27 St and 28 St., Man Myanmar Plaza,",Fashion Shops,21.981159,96.077529,Moe Thu,"
09-258906952, 09-786206453
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um439
"Rm 005, Bldg C1, Hnin Si St., Yuzana Highway Complex,",Accountants & Auditors,16.82051,96.124163,Khin Su Htay & Associates Limited, :, :Yangon Region ," :Kamayut
",w4ureq5
"Rm 309, Bldg 4/A, Hnin Si St., Near Yuzana Plaza,",Tailors,16.792721,96.174823,Rose of Sharon, :, :Yangon Region ," :Tarmwe
",w4urs90
"Ma-39/41/42/47/57, Kyauk Taw Gyi Pagoda (North Entrance),",Garment Industries,16.876751,96.109411,Beauty Flower,"
01-3646626, 09-5360775, 09-5120959
", :Yangon Region ," :Insein
",w5h2502
"20/I, Myintzu 2nd St., Parami Ave:,",Tailors,16.831871,96.171963,Cherry Tailor,"
09-5145936, 01-666708, 01-661277
", :Yangon Region ," :Yankin
",w4uru2n
"210, Yamonnar Rd., Near Wah So Bus Stop,",Furniture Marts,16.783687,96.179852,Aung Soe Myint,"
09-5186118, 09-5184370, 09-795695330
", :Yangon Region ," :Dawbon
",w4urkxk
"502, 5th Flr, Shwe Gon Daing Tower (A),",Freight Forwarders,16.785457,96.15753,"Myanmar Dhow Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urkpe
"Rm 5, Bldg 8, Sabei St., Yuzana Plaza,",Umbrellas,16.793654,96.176548,Asahi , :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs91
"683, Maha Bandoola Rd., Corner of 19th St.,",Jewellery Shops,16.774679,96.149352,Htake Tan,"
01-382322, 09-73240552
", :Yangon Region ," :Latha
",w4ur7vt
"5-B, Pyay Rd.,",Advertising Agencies,16.84214,96.13299,MMI Advertising, :, :Yangon Region ," :Hlaing
",w4urgd1
"181, Rm 3-B, 51st St.,",Language Schools,16.777802,96.171549,Juku Japanese Language School, :, :Yangon Region ," :Pazundaung
",w4urkqm
"400, 83 St., Between 32 St. and 33 St.,",Hotels,21.973644,96.078749,Silver Swan Hotel, :, :Mandalay Region ," :Chan Aye Thar Zan
",w5um424
"Rm 3+4, 21 Shed, Kyauk Sein 4th St., Saw Bwar Gyi Gone,",Building Materials,16.891065,96.122336,Tun Tauk Kyal, :, :Yangon Region ," :Insein
",w5h256f
"Rm 5, Bldg A/3, Shu Khinn Thar Housing,",Advertising Agencies,16.790323,96.21752,MCG (Myanmar Creation Group), :, :Yangon Region ," :Thaketa
",w4urt2x
"9-A, Bayint Naung Rd., Ward (2),",Hotels,16.833304,96.12054,Hotel V.A.N, :, :Yangon Region ," :Hlaing
",w4urg22
"38-40, G Flr, Tharaphi-C Shed, Near of Middle Entrance Zaycho,",Cosmetics,21.983531,96.076804,Moe Nat Mal,"
02-4031856, 02-4065640
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um43b
"147, 30 St., Between 82 St. and 83 St.,",Paper Mills,21.97755,96.079706,Nawaratt,"
09-420786876, 09-2007470
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42g
"440/442, Rm 8-B, Merchant Rd., Corner of 44th St.,",Furniture Marts,16.771797,96.166361,"Lucky Grass Co., Ltd.","
01-392773, 09-421130627, 01-392773
", :Yangon Region ," :Botahtaung
",w4urkm4
"(010), A-2, Banyar Dala Rd., Yuzana Housing,",Doors & Shutters Sales,16.79648,96.17693,Khit San Yin,"
09-73039155, 09-965039155, 09-5005257, 09-403438855, 09-798431887
", :Yangon Region ," :Tarmwe
",w4urs99
"91-B/93-B, Lawpita St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.842228,96.22727,"Phyo Thu Kha Steel Co., Ltd.", :, :Yangon Region ," :South Dagon
",w4urvdn
"26 St., Corner of 60 St.,",Fitness Centres & Gyms,21.981775,96.116202,Happy,"
09-259057581, 09-444033773
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um51t
"Rm 202, Bldg 3/A, Bayint Naung Rd., Yadanar Mon Housing,",Architects,16.833693,96.117025,MZT, :, :Yangon Region ," :Hlaing
",w4urg0q
"85, G Flr, 37th St., Lower Block,",Accountants & Auditors,16.770726,96.165504,Than Shwe & Companions (UTS),"
09-443027277, 09-767464804, 09-420716513
", :Yangon Region ," :Kyauktada
",w4urkm1
"39, 1st Flr, 138th St., Ma U Gone Ward,",Garment Industries,16.79704,96.178563,Venus Garment,"
09-5141237, 09-444863455, 09-965141237
", :Yangon Region ," :Tarmwe
",w4urs9g
"11, Tostar Housing, Thumingalar Housing Part-3,",Hardware Merchants & Ironmongers,16.770592,96.187849,Myanmar Star Global Distribution, :, :Yangon Region ," :Thingangyun
",w4urkuc
"K-21/22, Nwe Thar Gi St., Bayint Naung Warehouses,",Water Treatment Systems,16.861201,96.10744,"Kabar Kyaw Trading Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urfvr
"17, Upper Floor, Bogyoke Aung San Market, North Wing,",Goldsmith Tools,16.78032,96.157469,Shwe Gabar,"
09-762442542, 09-765112520, 09-5112520
", :Yangon Region ," :Pabedan
",w4urkng
"Bldg 27/29, G Flr, 45th St., Lower Block,",Press/Offset & Printers Equipment & Accessories,16.77206,96.16764,"Fujito Myanmar Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkm7
"22 St., Between 80 St. and 81 St.,",Mobile Phones & Accessories,21.988541,96.08402,King Brothers(Second Mobile),"
09-767574733, 09-767574734
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um46y
"Rm B-152, 2nd Flr, 78 St., Corner of 34 St., Skywalk Shopping Mall, Mandalay Yadanar Mall, ",Jades,21.971055,96.087017,G & I,"
09-976999588, 09-440999588
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfx8
"RR-1, 1st Flr, 28 St., Between 84 St. and 85 St., Man Myanmar Plaza,",Mobile Phones & Accessories,21.981863,96.076924,SKK MYANMAR,"
09-777555768, 09-250099860
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um439
"K-3/K-4, Than Lwin St., Corner of Sabei St., Anawrahta Industrial Zone,",Construction Services,16.870897,96.031343,"Myanmar Yi Jin Steel Structure Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4urcpr
"4, 5th St., South Oakkalar Industrial, Ward (8),",Aluminium Pots Factories,16.836307,96.175451,Pyit Taing Htaung,"
09-5150969, 09-5050288, 01-577068, 01-579049
", :Yangon Region ," :South Okkalapa
",w4uru8b
"11, Min Nandar Rd., Nwe Aye Ward,",Tourism Services,16.796078,96.195142,"Grand Skyline Travels & Tours Co., Ltd.", :, :Yangon Region ," :Dawbon
",w4urscx
"33, Ayeyar Waddy St.,",Traditional Medical Halls,16.788196,96.127558,Myat Yadanar ,"
01-2300729, 01-2300734
", :Yangon Region ," :Ahlone
",w4ure2j
"Between Sin Min St. and Ahlone Rd., Beside Than Lan, Mee Ya Htar Thet Thar Wing, Htar Nar Ward,",Metal Doors & Others,16.790106,96.125563,U Tun Ohn & Sons,"
09-450630801, 09-73208201, 09-73248529, 09-73011498, 09-782459971
", :Yangon Region ," :Ahlone
",w4ure2s
"418, Bo Hmu Ba Htoo Rd., Ward (48),",Parquet Floorings,16.890754,96.174077,Nyan Yi Htoo, :, :Yangon Region ," :North Dagon
",w5h2h6z
"Rm 1/2, 6/1 Shed, Top of Nilar 9th St., Saw Bwar Gyi Gone Warehouses,",Building Materials,16.890062,96.124818,Ko Ko-Nyi Nyi,"
01-9640247, 01-9640381, 09-43056637
", :Yangon Region ," :Insein
",w5h256e
"36/D, Moe Kaung Rd.,",Air Compressor Sales & Manufacturers,16.833995,96.166994,"Myanmar Mahar Htun Co., Ltd.", :, :Yangon Region ," :Yankin
",w4uru2d
"Nga/11, Yae Tamar St., Bayint Naung Warehouses,",Transportation Services,16.863247,96.103495,Aung Thitsar,"
01-3680295, 09-250028020, 09-420244294
", :Yangon Region ," :Mayangone
",w4urfvu
"10(1), Min Dhama Rd., Ward (4),",Landscaping,16.89616,96.1059439,Nwel Waddy, :, :Yangon Region ," :Mayangone
",w5h24gy
"17/A, Aung Theiddi St.,",Stationery,16.87109,96.122752,"Rainbow Bridge Distribution Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urgr6
"R-25, G Flr, Sabei St., Yuzana Plaza, Entrance(12),",Advertising Agencies,16.793934,96.176749,Princess Umbrella,"
09-5069187, 09-451558488, 09-252582447
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs91
"Rm C-12, Level 1, Hlaing River Rd., Puma Bldg,",Transportation Services,16.8866143,96.1009047,"Kyi Nyunt Group Transportation Co., Ltd.","
09-799822105, 09-252398162, 09-5016978, 09-451826275
", :Yangon Region ," :Insein
",w5h24f4
"W-26, G Flr, Bet; 27 St and 28 St. & Bet; 84 St. and 85 St., Man Myanmar Plaza,",Fashion Shops,21.98139,96.077026,Nagar Min,"
09-962968333, 09-777713450
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um439
"Rm 002, Bldg 7, Leik Kan St.,",Dentists & Dental Clinics,16.8780485,96.17363,Aung Kaung Myat,"
09-30005624, 09-5102008, 09-785102008
", :Yangon Region ," :Pazundaung
",w5h2h2x
"28 St., Between 59 St. and 60 St.,",Car & Truck Dealers & Importers,21.978446,96.116237,Lwin Family,"
09-402631155, 09-792655111
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um51j
"Blk K, 1055, 3rd Flr, Eindar 9th St.,",Construction Services,16.905262,96.166271,"Great 7 Rays Engineering Co., Ltd.", :, :Yangon Region ," :North Okkalapa
",w5h2hmd
"36/Nga, 69 St., Between 42 St. and 43 St.,",Foodstuffs,21.956341,96.101139,Myat Noe Thu,"
09-91015266, 09-5109566
", :Mandalay Region ," :Maha Aung Myay
",w5ukfv4
"330, Shwe Mingalar Market,",Longyis,16.791869,96.174195,Mya Zin Yaw,"
09-5177414, 09-420001317
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs2z
"25-Sa, San Chaung St.,",Ceiling Materials,16.840184,96.127306,Hlaing Hlaing Phyo,"
09-5505116
", :Yangon Region ," :Sanchaung
",w4urg3t
"Rm 42, Bldg 3, Pan Hlaing St., Pann Hlaing Housing,",Aluminium Frames & Furnitures,16.80047,96.123708,Phoenix, :, :Yangon Region ," :Kyeemyin Daing
",w4ure67
"15-A, 22 St., Between 81 St. and 82 St.,",Construction Services,21.988695,96.082595,Mann, :, :Mandalay Region ," :Aung Myay Thar Zan
",w5um46v
"Rm 8/6, Bayint Naung Market, Ward (A-16),",Car Spare Parts & Accessories,16.865786,96.110129,Ko Sat Thee,"
09-5144052, 09-49745252, 09-796819361
", :Yangon Region ," :Mayangone
",w4urgn3
"104/Kha, Maha Bawga St., Kaba Aye, Ward (8),",Aluminium Pots Factories,16.862192,96.158353,Hmyar Net Maung,"
01-663013, 01-661347, 09-5406677
", :Yangon Region ," :Mayangone
",w4urujs
"Salone-49/50, Bo Hmu Ba Htoo Rd., Ward (42),",Thingans & Monk's Utensils,16.887939,96.171508,Sein Satdan,"
09-73254800, 09-421037627, 09-796826867
", :Yangon Region ," :North Dagon
",w5h2h6m
"263, Myittar Rd., Ward (10),",Children's & Infants' Wears,16.843895,96.18622,Hein Myat Thitsar,"
09-973820126, 09-761547518
", :Yangon Region ," :South Okkalapa
",w4uruf2
"1222, U Wisara Rd., Ward (42),",Decorators & Decorating Materials,16.880209,96.170339,"D Nway Oo Co., Ltd.","
09-420705350, 09-442135959
", :Yangon Region ," :North Dagon
",w5h2h2v
"Blk H, 499, Eindar 6th St.,",Thingans & Monk's Utensils,16.907136,96.165664,Mya Ooe Wai," :
", :Yangon Region  ," :North Okkalapa
",w5h2hmc
"140, G Flr, Zaycho, South Bld,",Textiles,21.982739,96.077292,Fuji,"
09-91042166
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um43c
"A/3, Marlar Nwe St., Face Off Kyaikkasan Vehicles & Spareparts Dealers Compound,",Car Spare Parts & Accessories,16.814089,96.176324,Lamin,"
01-548405, 09-73211017, 09-420114519
", :Yangon Region ," :Tarmwe
",w4urssc
"30, Sagawah St.,",Restaurants [Japanese],16.786408,96.141585,MANPUKU," :
", :Yangon Region ," :Dagon
",w4ur7zb
"439/441, New University Avenue Rd.,",Hospitals [Private],16.822439,96.158773,Kembangan-UHC Hospital,"
09-772458611, 09-795899634
", :Yangon Region ," :Bahan
",w4ursnk
"
",Bedroom Accessories,16.844527,96.239483,Yay Myote Nan Taw,,"
","
",w4urvfr
"6, 84 St., Between 22 St. and 23 St.,",Hotel Management Consultancies,21.988197,96.07888,Global Summit Group, :, :Mandalay Region ," :Aung Myay Thar Zan
",w5um46f
"1080, Shu Khinn Thar Myoh Patt Rd., Near A Yat Sai Curve Bus Stop, Ward (6-East),",Timber Merchants,16.791511,96.210295,Myo Daw Housing,"
09-955099224, 09-965099224, 09-5099224
", :Yangon Region ," :Thaketa
",w4urt2f
"Zagwel /Thama Shoproom, Rm 1/2, Thudhamar Rd., Infront Of Kan Thar Yar Park, Near Kan Thar Yar Traffic Light,",Computers & Accessories,16.912362,96.165365,Castle,"
09-420208006
", :Yangon Region ," :North Okkalapa
",w5h2hqc
"210, Yangon-Insein Rd., Infront Of Hlaing Sport Ground,",Air Compressor Sales & Manufacturers,16.848193,96.124963,Sein (Air Compressor Works)," :
", :Yangon Region ," :Hlaing
",w4urg7h
"39, Golden Valley,",Hotels,16.812725,96.146702,Landmark Hotel, :, :Yangon Region  ," :Bahan
",w4ureue
"495, Innwa 5th St., Ward (6),",Education Services,16.898858,96.176205,National Strategy & Management, :, :Yangon Region ," :South Okkalapa
",w5h2hs3
"80, 33 St., Between 72 St. and 73 St.,",Restaurants,21.972408,96.095385,Lashio,"
09-786076391, 09-402770486
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfxy
"Tan Htee Tan, Mahar Muni Pagoda West Bld,",Buddha Statue & Others,21.951915,96.076191,Soe Myint(U)+Daw Khin Cho Thet,"
02-4034885, 09-2036596
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukfk0
"98/B, 27th St., Middle Block,",Chemicals,16.774834,96.154789,Thabarwa, :, :Yangon Region ," :Pabedan
",w4urkjc
"B-62/63, Yadanar Theingi St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.842683,96.227591,Sein Brother,"
09-5007863, 09-49231687, 01-590620, 01-590621
", :Yangon Region ," :South Dagon
",w4urvdn
"15/A, Set Hmu 6th St., Industrial Zone, Ward (8),",Car Servicing Equipment,16.8354,96.17403,The Black & White,"
09-5037929, 09-798692563
", :Yangon Region ," :South Okkalapa
",w4uru2z
"86, Padauk Pin St.,",Tailors,16.80887,96.123842,Fashion Valley,"
09-5036588, 09-33184732
", :Yangon Region ," :Kyeemyin Daing
",w4ure7g
"182, Lower Kyee Myin Daing Rd.,",Plastic Materials & Products,16.785016,96.131555,SB Plastic & Printing Industry,"
01-223519, 01-221205, 09-262030428
", :Yangon Region ," :Ahlone
",w4ur7x8
"299/A, Bo Aung Kyaw St., Near Pin Lon Market, Ward (13),",Plastic Materials & Products,16.880881,96.050341,Ayeyarwaddy,"
09-798101573, 09-8615083, 09-73040733
", :Yangon Region ," :Hlaing Thar Yar
",w5h219j
"B-62/63, Yadanar Theingi St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.842683,96.227591,Sein Brother,"
09-5007863, 01-590620, 01-590621
", :Yangon Region ," :South Dagon
",w4urvdn
"440/442, Rm 8-B, Merchant Rd., Corner of 44th St.,",Furniture Marts,16.771797,96.166361,Lucky Grass Company Limited.,"
01-8392773, 09-421130627
", :Yangon Region ," :Botahtaung
",w4urkm4
"Za Myin Zwe-Pa-137/147, East of Sagaing-Mandalay St., Pane Tan Ward, ",Silk Wear,21.904004,96.045851,Ngwe Zin Yaw,"
02-4059137, 09-2012266
", :Mandalay Region ," :Amarapura
",w5uk9ed
"3 / 231, Bo Zin Yaw St., Ward (30),",Furniture Marts,16.8745,96.199284,Faith & Love, :, :Yangon Region ," :North Dagon
",w4urvpf
"Blk 23, 338, Yin Mar Myaing St., Thuwunna,",Shipping Agents,16.842133,96.204436,"Miraco Marine Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4urv4j
"527, 84 St., Between 42 St. and 43 St.,",Stoves [Diesel/Charcoal/Electric],21.957818,96.076511,Academy,"
09-91040009, 09-402616166
", :Mandalay Region ," :Maha Aung Myay
",w5ukfm2
"35 St., Between 68 St. and 69 St.,",Construction Services,21.96829,96.101941,KT Construction,"
02-2832161, 02-4039832
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfz5
"35, Shwe Gon Daing (West) 3rd St., Shwe Gon Daing (West) Ward,",Building Materials,16.803975,96.145095,Lesso Myanmar," :
", :Yangon Region ," :Bahan
",w4ureg4
"148, Set Hmu 4th St., Corner of Mahaw Gani St.,",Lathe Machine Workshops,16.975675,96.077986,Swel Zone,"
09-5013435, 09-32995533
", :Yangon Region ," :Shwe Pyi Thar
",w5h2d63
"53, Strand Rd., Between Bo Soon Pat St. and 32nd St.,",Office Rentals,16.771453,96.157141,STRAND SQUARE," :
", :Yangon Region ," :Pabedan
",w4urkj5
"95/A, Waizayantar Rd., Between Parami Rd. and Thitsar Rd.,",Electrical Goods Sales,16.8488861,96.168694,Chint, :, :Yangon Region ," :South Okkalapa
",w4uru75
"173/4, G Flr, Saya San Rd., Saya San (North-East) Ward,",Fashion Shops,16.823371,96.16335,Newbury ST,"
09-450055849, 09-960789099
", :Yangon Region ," :Bahan
",w4ursq8
"60/A, Kyaik Waing Pagoda Rd.,",Paint & Varnish,16.865243,96.141322,"Toe Tet Toe Co., Ltd.","
09-423028719, 09-250147341
", :Yangon Region ," :Mayangone
",w4urgwp
"61, 2nd Flr, Lanmadaw St., Iron Market,",Safety/Road Traffic Safety Product/Sailor's Equipment,16.779793,96.147611,Su Pyae Sone (Amy Seing),"
09-5414940, 09-456670356
", :Yangon Region ," :Lanmadaw
",w4ur7ys
"14, Than Chet Wun U Myue St., East Dagon Industrial Zone,",Furniture Marts,16.78593,96.142543,Siam Steel, :, :Yangon Region ," :East Dagon
",w4ur7zb
"102, Aung Myittar 1st St., Ward (1),",Language Schools,16.836687,96.126346,Acuity English Language Center, :, :Yangon Region ," :Hlaing
",w4urg3j
"532/Ka, 82 St., Near 38 St.,",Slipper Manufacturers,21.964851,96.080161,Shwe Wa Thi,"
02-4034200, 09-2028239
", :Mandalay Region ," :Maha Aung Myay
",w5ukfqe
"369, Bo Tayza St., Shwe Pauk Kan,",Foodstuffs,16.926858,96.177774,A1,"
01-695141, 01-695231, 09-5008510, 09-785051223
", :Yangon Region ," :North Okkalapa
",w5h2k96
"220/Ka, East Race Course Rd.,",Valves,16.814488,96.172788,Union Material Supply (Myanmar), :, :Yangon Region ," :Tarmwe
",w4ursky
"119, G Flr, 41st St., Upper Block,",Pest Control Services,16.773053,96.164962,Mandalar Pest Control Enterprise, :, :Yangon Region ," :Botahtaung
",w4urkm3
"No.(2) Main Rd., Corner of Kyan Sit Thar Rd., Kyaung Lan Bus Stop,",Brick/Lime/Sand/Gravel & Other Aggregates,16.883964,96.234182,Myanmar Shwe Min Thar,"
09-252485995, 09-402574794, 09-73014813
", :Yangon Region ," :East Dagon
",w5h2jce
"B-27/28, Thiri Yadanar Retail/Wholesale Market, Near Aung Mingalar High-Way Bus Terminal,",Bearings,16.820792,96.155486,UNOG Trading,"
09-777107239, 09-777107240, 01-9691733
", :Yangon Region ," :North Okkalapa
",w4ursn4
"994, Thiri Zeyar St., Ward (7),",Construction Services,16.84737,96.182622,Nice Capital, :, :Yangon Region ," :South Okkalapa
",w4urudy
"736, Rm 401 (B), Thardu Housing, Myat Mon Condo,",Stationery,16.822695,96.181619,GH Group, :, :Yangon Region ," :Thingangyun
",w4urswm
"171, G Flr, Bo Aung Kyaw St.,",Air Conditioning Equipment Sales & Repair,16.773086,96.164301,Glacier, :, :Yangon Region ," :Kyauktada
",w4urkm2
"235, Middle Shwe Gone Daing St,",Batteries & Accessories Sales,16.8077619,96.1573075,GS Battery, :, :Yangon Region ," :Bahan
",w4urs5g
"23, 5th Flr, Hledan Rd., Beside Hledan Centre,",Nurse-Aid Training Centres,16.82651,96.129425,Noble Lamp,"
09-73183422, 09-73183411, 09-450248954
", :Yangon Region ," :Kamayut
",w4urerp
